"taxon","genus","species","family","prediction","predicted_threat","prediction_binomial","accuracy_binomial","category","observed_threat","threat_binomial","confidence","mean_alt","total_flor_regions","mean_eoo","mean_aoo","pa_binomial","protected","II","IV","VI","trop_subtrop_moist_broad","trop_subtrop_grass_sav_shrub","desert_xeric","flooded_grass","montane_grass","hfp_delta_class1","hfp_delta_class2","hfp_delta_class3","hfp_delta_class4","hfp_delta_class5","hfp_2009_class1","hfp_2009_class2","hfp_2009_class3","hfp_2009_class4","hfp_2009_class5","hfp_2009_class6","hfp_2009_class7","hfp_2009_class8","hfp_2009_class9","hfp_2009_class10","hfp_quant_1to3","hfp_quant_1to4","sqrt_eoo","sqrt_aoo","sqrt_desert","new_pred","threatened",".lower",".upper"
"Emilia herbacea","Emilia","herbacea","Asteraceae","over","T",2,0,"LC","NT",0,"confident",1475,4,111033,84,1,"present","present","absent","present",0.160699751844483,0.709375701208905,0.00489760913199892,0,0.125026937814613,0.014986119587848,0.0439679652513508,0.670875506903868,0.2355555531212,0.0346148551357334,9.99941033916282e-05,0.000147285122968057,0.0573825068952606,0.225834001815052,0.230504213628495,0.207823052100355,0.156652026672823,0.0933393504269328,0.0251145669523467,0.00310300228237583,0.0576297861216203,0.283463787936672,333.216146067384,9.16515138991168,0.069982920287731,"over",0.741528696,0.684678701,0.792313375
"Emilia negellensis","Emilia","negellensis","Asteraceae","correct","T",0,1,"EN","T",1,"confident",1600,1,150,16,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,12.2474487139159,4,0.148999812973919,"threatened",0.741528696,0.684678701,0.792313375
"Emilia serpentina","Emilia","serpentina","Asteraceae","over","T",2,0,"LC","NT",0,"confident",2000,8,235150,128,1,"present","absent","absent","present",0.224211114422841,0.546523899229453,0.0071709345637198,0.00112864486680225,0.220965406917184,0.0276989048537678,0.0799123941058456,0.546702881561027,0.262023913252019,0.0836619062273404,0.00133151473586842,0.00645477928774744,0.0375041009216266,0.1536806283065,0.167037360555288,0.205594461391317,0.172818504244655,0.16599360648765,0.0716106002315595,0.0179744438377876,0.0452903949452424,0.198971023251743,484.922674248173,11.3137084989848,0.0846813708186151,"over",0.741528696,0.684678701,0.792313375
"Endostemon glandulosus","Endostemon","glandulosus","Lamiaceae","correct","T",0,1,"EN","T",1,"confident",1670,1,8,8,0,"absent","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,2.82842712474619,2.82842712474619,0,"threatened",0.713927534,0.648856999,0.778680104
"Equilabium spananthum","Equilabium","spananthum","Lamiaceae","correct","T",0,1,"VU","T",1,"confident",1200,1,4,4,0,"absent","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,2,2,0,"threatened",0.743492061,0.677901816,0.804951689
"Eragrostis astrepta","Eragrostis","astrepta","Poaceae","correct","T",0,1,"EN","T",1,"confident",1545,2,5794,16,0,"absent","absent","absent","absent",0.195405980740407,0.632693469050491,0.0303055336422945,0,0.141595016566808,0.0305399303835383,0.0953516805729761,0.601336952793551,0.239773588374699,0.0329978478752361,0.000667005692504198,0.00372069726305671,0.072129210445427,0.141118960341176,0.185652996643555,0.221868857576184,0.191238512587874,0.138940014152372,0.0320894067068891,0.0125743385909608,0.0765169134009879,0.217635873742164,76.1183289359403,4,0.17408484610182,"threatened",0.661420957,0.591895243,0.738977336
"Eriocaulon aethiopicum","Eriocaulon","aethiopicum","Eriocaulaceae","correct","T",0,1,"VU","T",1,"confident",2400,1,4,4,1,"present","present","absent","absent",0.262889420179687,0.0647477702147382,0,0,0.672362809605575,0.02225486934321,0.0978441763067533,0.305229004142278,0.305217232577493,0.269454717630266,0,0,0,1.34785176763841e-05,0.0396885617496987,0.137623713997745,0.181188857549774,0.347942632275127,0.252382960939609,0.04115979497037,0,1.34785176763841e-05,2,2,0,"threatened",0.625146963,0.552226795,0.714828361
"Erythrina brucei","Erythrina","brucei","Fabaceae","correct","NT",0,1,"LC","NT",0,"low_confidence",2000,7,254893,116,1,"present","present","absent","present",0.195402640826301,0.593181098720556,0.00686765617543446,0,0.204548604277709,0.0177855990813592,0.0545989537561189,0.575959320328418,0.255932963075411,0.0957231637586928,0.000151193806360623,0.000843392244013915,0.0542130220688969,0.180354987521933,0.18958407774045,0.183147222032478,0.152237340924117,0.144478996118491,0.0758367933620442,0.019152974181215,0.0552076081192714,0.235562595641204,504.869290014752,10.770329614269,0.0828713229979736,"not_threatened",0.356997435,0.263015833,0.464285697
"Erythrina burana","Erythrina","burana","Fabaceae","over","T",2,0,"LC","NT",0,"low_confidence",1725,3,7553,80,0,"absent","absent","absent","absent",0.147410304416854,0.667932464411744,0,0,0.184657231171402,0.00868419787519346,0.0276156381822932,0.632542163471756,0.24402869724423,0.0871293032265271,0,0,0.0434462955823754,0.204865167545871,0.209800458370126,0.17807780822472,0.144685603590063,0.121684341399088,0.0758999963624678,0.0215403289252887,0.0434462955823754,0.248311463128246,86.9079973305104,8.94427190999916,0,"over",0.526847799,0.42199977,0.662393688
"Erythrococca uniflora","Erythrococca","uniflora","Euphorbiaceae","correct","T",0,1,"EN","T",1,"confident",1137.5,1,8,8,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2.82842712474619,2.82842712474619,0.148999812973919,"threatened",0.697287596,0.639655533,0.764054469
"Erythrophysa septentrionalis","Erythrophysa","septentrionalis","Sapindaceae","correct","T",0,1,"EN","T",1,"confident",700,1,8,8,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2.82842712474619,2.82842712474619,0,"threatened",0.662732224,0.591418788,0.747595416
"Eulophia albobrunnea","Eulophia","albobrunnea","Orchidaceae","correct","T",0,1,"VU","T",1,"confident",2075,6,91445,60,1,"present","present","absent","absent",0.231080144738589,0.453439494982484,0.0057535944439967,0,0.30972676583493,0.0232014247656345,0.0704390231444283,0.494893464987128,0.269605831009948,0.141860256092861,0.000134098404787733,0.00113764495230556,0.072618004458728,0.143024586733691,0.154722014447025,0.159697942781165,0.142252634666996,0.181259913281005,0.115819210058,0.0293339502162962,0.0738897478158213,0.216914334549512,302.398743383632,7.74596669241483,0.0758524517995081,"threatened",0.605571506,0.527171197,0.678284088
"Euphorbia awashensis","Euphorbia","awashensis","Euphorbiaceae","correct","T",0,1,"CR","T",1,"confident",1000,1,4,4,0,"absent","absent","absent","absent",0.0288537901532777,0.455098934635798,0.516047275210924,0,0,0.000108720485236352,0.00742623650877516,0.947061911962686,0.0447932658820641,0.00060986516123865,1.29821839176369e-05,0.00031622657513822,0.068850838001435,0.10519230669976,0.420239570632034,0.262237338482466,0.103304465745418,0.0377950277390203,0.001982246109411,6.89978313993653e-05,0.0691800467604909,0.174372353460251,2,2,0.718364305356916,"threatened",0.677797094,0.609282885,0.736089842
"Euphorbia baleensis","Euphorbia","baleensis","Euphorbiaceae","correct","T",0,1,"EN","T",1,"confident",1300,1,46.5,8,1,"present","absent","absent","present",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,6.81909084849293,2.82842712474619,0,"threatened",0.677797094,0.609282885,0.736089842
"Euphorbia betulicortex","Euphorbia","betulicortex","Euphorbiaceae","correct","T",0,1,"CR","T",1,"confident",900,1,4,4,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2,2,0.148999812973919,"threatened",0.677797094,0.609282885,0.736089842
"Euphorbia bitataensis","Euphorbia","bitataensis","Euphorbiaceae","correct","T",0,1,"EN","T",1,"confident",1550,2,8,8,0,"absent","absent","absent","absent",0.137953899570134,0.781717003275406,0.00773747289758652,0,0.0725916242568733,0.0117338337003058,0.0330868458863507,0.711085845448127,0.215038653817667,0.0290548211475494,0.00018031586474843,0.0015297348635506,0.0290686016649866,0.227956871316376,0.241130345528211,0.212732235952582,0.170162813473158,0.0872895351349212,0.0220210416468617,0.00792850455460482,0.0307786523932857,0.258735523709662,2.82842712474619,2.82842712474619,0.0879629063730077,"threatened",0.677797094,0.609282885,0.736089842
"Euphorbia burgeri","Euphorbia","burgeri","Euphorbiaceae","correct","T",0,1,"CR","T",1,"confident",1375,3,55,24,1,"present","absent","absent","present",0.147410304416854,0.667932464411744,0,0,0.184657231171402,0.00868419787519346,0.0276156381822932,0.632542163471756,0.24402869724423,0.0871293032265271,0,0,0.0434462955823754,0.204865167545871,0.209800458370126,0.17807780822472,0.144685603590063,0.121684341399088,0.0758999963624678,0.0215403289252887,0.0434462955823754,0.248311463128246,7.41619848709566,4.89897948556636,0,"threatened",0.677797094,0.609282885,0.736089842
"Euphorbia cryptocaulis","Euphorbia","cryptocaulis","Euphorbiaceae","correct","T",0,1,"EN","T",1,"confident",1475,1,1147,16,1,"present","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,33.8673884437522,4,0.148999812973919,"threatened",0.660283914,0.602027871,0.724414766
"Euphorbia dalettiensis","Euphorbia","dalettiensis","Euphorbiaceae","correct","T",0,1,"VU","T",1,"confident",1200,1,4,4,1,"present","present","absent","present",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2,2,0,"threatened",0.70253071,0.644868546,0.760258044
"Euphorbia doloensis","Euphorbia","doloensis","Euphorbiaceae","correct","T",0,1,"VU","T",1,"confident",400,1,4,4,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2,2,0.148999812973919,"threatened",0.677797094,0.609282885,0.736089842
"Euphorbia dumalis","Euphorbia","dumalis","Euphorbiaceae","over","T",2,0,"LC","NT",0,"confident",3000,7,106391,108,1,"present","present","absent","present",0.219397907548241,0.455792990254609,0.0101193067196916,0,0.314689795477458,0.0322807482689518,0.088064918996648,0.514293595084512,0.262863855596617,0.102496882053271,0.000222757163520664,0.00124258604979206,0.0678307284378717,0.130194155230565,0.151818341379033,0.184168549728912,0.163824993407207,0.179391286359028,0.0959555801578153,0.0253510220862558,0.0692960716511844,0.199490226881749,326.17633267912,10.3923048454133,0.100594764872192,"over",0.677797094,0.609282885,0.736089842
"Euphorbia fissispina","Euphorbia","fissispina","Euphorbiaceae","correct","T",0,1,"EN","T",1,"confident",550,1,8,8,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2.82842712474619,2.82842712474619,0.148999812973919,"threatened",0.677797094,0.609282885,0.736089842
"Euphorbia furcatifolia","Euphorbia","furcatifolia","Euphorbiaceae","correct","T",0,1,"EN","T",1,"confident",1600,1,46,16,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,6.78232998312527,4,0.148999812973919,"threatened",0.640129812,0.571727173,0.710197341
"Euphorbia gymnocalycioides","Euphorbia","gymnocalycioides","Euphorbiaceae","correct","T",0,1,"EN","T",1,"confident",1325,1,383,12,1,"present","present","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,19.5703857907809,3.46410161513775,0.148999812973919,"threatened",0.677797094,0.609282885,0.736089842
"Euphorbia kabridarensis","Euphorbia","kabridarensis","Euphorbiaceae","correct","T",0,1,"CR","T",1,"confident",900,1,4,4,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2,2,0,"threatened",0.681018636,0.602707067,0.738826008
"Euphorbia makallensis","Euphorbia","makallensis","Euphorbiaceae","correct","T",0,1,"VU","T",1,"confident",2322.5,1,42,10,0,"absent","absent","absent","absent",0.367903253188369,0.250140453762004,0.00755151269216798,0,0.374404780357459,0.0204053008155542,0.0912908459507024,0.44586390515443,0.377000656148071,0.0654392919312427,0,0,0,0.00602431651059716,0.0822260867760937,0.22437289262375,0.362922774034548,0.291823914309031,0.0293960672557365,0.00323394849024313,0,0.00602431651059716,6.48074069840786,3.16227766016838,0.0868994401142377,"threatened",0.677407459,0.609282885,0.736089842
"Euphorbia michaelii","Euphorbia","michaelii","Euphorbiaceae","correct","T",0,1,"VU","T",1,"confident",575,1,16,16,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,4,4,0,"threatened",0.681018636,0.602707067,0.738826008
